Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Air transport, passengers carried",IS.AIR.PSGR,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,128760600,62173900,36124000,28933100,26524800,22117100,20419000,15223700,18600400,17687894,20301199,20892156,22723072,25948923,26522315,28836949,33187839,37940321,34402844,43855539,50555805,58727125,64072322,72189961,76846126,77458318,89373638,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.7129974365234,71.1460037231445,71.0910034179688,71.4520034790039,72.1989974975586,72.5380020141602,72.754997253418,73.3270034790039,73.713996887207,73.5270004272461,74.5059967041016,74.7030029296875,75.2040023803711,75.0220031738281,75.286003112793,75.125,75.2949981689453,75.068000793457,75.625,75.7929992675781,76.3460006713867,76.495002746582,76.9339981079102,76.1600036621094,77.2180023193359,77.3000030517578,77.9800033569336,78.0510025024414
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.7539978027344,67.2440032958984,69.8290023803711,70.9509963989258,72.286003112793,74.234001159668,73.6439971923828,74.3379974365234,75.5790023803711,76.5469970703125,77.1500015258789,78.7959976196289,76.8089981079102,75.8109970092773,75.4599990844727,75.2760009765625,75.0329971313477,74.7839965820313,75.5800018310547,75.3870010375977,75.3929977416992,75.7279968261719,75.4349975585938,75.2939987182617,76.1709976196289,76.8970031738281,77.5039978027344,77.5370025634766
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.0900001525879,55.3699989318848,55.6110000610352,55.7760009765625,56.1699981689453,57.125,57.3339996337891,58.0719985961914,58.3230018615723,58.6990013122559,59.0800018310547,58.5429992675781,58.9169998168945,58.3250007629395,58.4990005493164,59.5359992980957,59.9080009460449,60.0019989013672,60.9529991149902,61.8839988708496,62.7879981994629,65.4899978637695,65.8639984130859,66.7470016479492,67.5989990234375,68.9489974975586,70.0370025634766,70.1790008544922
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.6309967041016,73.3669967651367,74.0080032348633,73.9820022583008,73.9179992675781,74.1370010375977,73.9359970092773,73.8919982910156,74.072998046875,74.1900024414063,74.7770004272461,74.6529998779297,74.9189987182617,74.9280014038086,75.1880035400391,75.7819976806641,76.3339996337891,76.5999984741211,77.7610015869141,78.0419998168945,77.9260025024414,77.7850036621094,77.8990020751953,78.109001159668,78.4339981079102,78.4089965820313,78.9550018310547,79.0429992675781
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.7070007324219,19.5370006561279,20.7409992218018,22.0009994506836,23.238000869751,24.306999206543,24.8939990997314,25.2339992523193,25.3560009002686,25.6800003051758,25.9659996032715,26.2509994506836,26.9890003204346,28.4120006561279,29.7919998168945,31.2509994506836,32.5890007019043,33.5250015258789,34.7109985351563,35.7569999694824,37.0519981384277,38.0769996643066,39.7330017089844,41.1440010070801,42.2529983520508,43.1599998474121,44.0410003662109,44.6110000610352
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.5370025634766,66.2369995117188,67.036003112793,67.984001159668,68.1699981689453,68.6699981689453,68.8050003051758,69.2639999389648,69.4619979858398,69.5830001831055,69.8960037231445,70.4720001220703,71.609001159668,71.8789978027344,72.5869979858398,72.4629974365234,73.2210006713867,74.0110015869141,74.4000015258789,74.8379974365234,74.9179992675781,75.3209991455078,75.620002746582,76.6210021972656,76.8789978027344,76.8339996337891,76.8850021362305,77.0780029296875
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.5530014038086,60.9099998474121,61.5040016174316,61.7690010070801,60.826000213623,61.7949981689453,62.3839988708496,62.8300018310547,63.3019981384277,63.8320007324219,64.6029968261719,65.1460037231445,66.197998046875,66.390998840332,67.786003112793,68.0800018310547,67.8450012207031,68.8720016479492,69.5210037231445,70.0429992675781,70.1190032958984,70.2460021972656,70.7760009765625,70.5199966430664,70.9169998168945,71.3099975585938,71.3190002441406,71.6019973754883
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.6509990692139,21.871000289917,22.1630001068115,22.3969993591309,22.6790008544922,22.8349990844727,23.0480003356934,23.3129997253418,23.8540000915527,24.0349998474121,24.2900009155273,24.5230007171631,24.7719993591309,24.9370002746582,25.2049999237061,25.4540004730225,25.6919994354248,25.9400005340576,26.2700004577637,26.5659999847412,27.5189990997314,28.6410007476807,29.0419998168945,29.5480003356934,30.1019992828369,30.5869998931885,31.0049991607666,31.4540004730225
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.4200000762939,30.9659996032715,33.6069984436035,35.0660018920898,37.6040000915527,37.8880004882813,39.8139991760254,38.7560005187988,38.9459991455078,37.2859992980957,37.4910011291504,36.9000015258789,35.9119987487793,38.6650009155273,37.2430000305176,39.3450012207031,39.9230003356934,40.4620018005371,41.2509994506836,42.2169990539551,42.8170013427734,42.9990005493164,44.0709991455078,44.3219985961914,44.9179992675781,46.4560012817383,47.1920013427734,47.4749984741211
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.6759986877441,58.814998626709,59.5979995727539,60.0019989013672,60.5979995727539,61.056999206543,61.3709983825684,62.4799995422363,62.9230003356934,63.4910011291504,64.3840026855469,65.3420028686523,65.7710037231445,66.7310028076172,67.6620025634766,67.5670013427734,67.4980010986328,68.4769973754883,69.5179977416992,70.2229995727539,70.2289962768555,69.9359970092773,70.0690002441406,70.2620010375977,70.4560012817383,70.8789978027344,71.9290008544922,72.088996887207
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.0419998168945,57.3639984130859,58.8040008544922,59.3429985046387,59.757999420166,60.5209999084473,61.4949989318848,61.5040016174316,62.2050018310547,62.9809989929199,63.0559997558594,63.4770011901855,63.5180015563965,65.0250015258789,65.1169967651367,65.6760025024414,65.9020004272461,66.5009994506836,67.0709991455078,67.6230010986328,68.0299987792969,68.7239990234375,69.3519973754883,69.4550018310547,69.6480026245117,69.9929962158203,70.213996887207,70.4420013427734
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.2319984436035,46.5900001525879,46.875,47.2540016174316,47.689998626709,48.4049987792969,49.0449981689453,49.439998626709,49.9300003051758,49.4550018310547,51.7599983215332,53.0900001525879,53.7099990844727,55.3139991760254,55.6360015869141,55.1100006103516,56.75,57.3600006103516,59.4860000610352,58.0439987182617,59.4020004272461,58.7280006408691,58.6459999084473,59.7459983825684,60.0120010375977,61.1440010070801,61.3699989318848,61.601001739502
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.5929985046387,51.0540008544922,51.5120010375977,53.2169990539551,54.765998840332,55.2890014648438,54.023998260498,55.7620010375977,54.1199989318848,55.5289993286133,56.4620018005371,57.617000579834,58.7449989318848,59.242000579834,59.1450004577637,59.556999206543,60.0040016174316,60.6860008239746,61.9000015258789,61.6780014038086,62.015998840332,62.2169990539551,62.0410003662109,61.4199981689453,61.4080009460449,61.1459999084473,60.8699989318848,61.0540008544922
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.6650009155273,38.5449981689453,38.6549987792969,39.5019989013672,40.2900009155273,41.6180000305176,42.9090003967285,44.9790000915527,44.8689994812012,46.6749992370605,47.0069999694824,47.3899993896484,47.9140014648438,48.4529991149902,49.0120010375977,49.5460014343262,50.0499992370605,50.4080009460449,50.9029998779297,51.375,52.0130004882813,52.564998626709,53.375,53.6450004577637,54.6629981994629,55.5190010070801,56.2879981994629,56.4770011901855
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.7409973144531,72.0009994506836,72.2239990234375,72.0960006713867,72.2239990234375,72.443000793457,72.7109985351563,72.9120025634766,73.1699981689453,73.9589996337891,74.7519989013672,75.7129974365234,76.0490036010742,76.161003112793,76.3059997558594,76.2600021362305,76.5739974975586,77.1999969482422,78.6149978637695,78.9219970703125,78.8140029907227,78.8809967041016,78.7220001220703,78.6569976806641,78.6999969482422,78.7789993286133,78.8359985351563,79.1399993896484
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.8580017089844,68.2080001831055,68.5609970092773,70.1389999389648,70.5220031738281,70.6269989013672,71.2829971313477,71.6159973144531,72.6340026855469,73.2979965209961,73.9680023193359,74.7030029296875,75.411003112793,76.4219970703125,76.4069976806641,76.5849990844727,76.4449996948242,76.9150009155273,79.2779998779297,79.5739974975586,79.6029968261719,79.7460021972656,80.0770034790039,79.7809982299805,80.2070007324219,80.4189987182617,80.6039962768555,80.7460021972656
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.8030014038086,45.6809997558594,46.2879981994629,47.8639984130859,50.1459999084473,52.1800003051758,57.8300018310547,59.1800003051758,55.9900016784668,56.265998840332,57.7779998779297,58.4959983825684,58.9690017700195,60.3699989318848,60.3019981384277,60.8740005493164,61.9850006103516,62.4980010986328,64.120002746582,64.5090026855469,64.8610000610352,64.9059982299805,65.2809982299805,65.7590026855469,66.109001159668,66.3369979858398,67.1289978027344,67.2149963378906
